id_calle,orden_carga,nombre_calle,observacion_calle
520,519,Calle 0519,Stella Maris - Sur Mza. 914
521,520,Calle 0520,Stella Maris - Entre Mza. 911 Y 912
522,521,Pasaje 0521,Maximo Abasolo - Mza. 5-B
523,522,Patagonia,Jorge Newbery
524,523,Las Frutillas,San Martin - Maximo Abasolo
525,524,Quilmes,Las Flores
526,525,Batalla,Centro
527,526,4 de Agosto,San Cayetano
528,527,"Gonzalez , Hugo Cesar",San Cayetano
529,528,Calle 0528,"San Cayetano - Este Mzas. 44, 45, 66 Y 85"
530,529,Pasaje 0529,Jorge Newbery - Oeste Mza. 154-B
531,530,"Cañal , Antonio",Humberto Beghin
532,531,San Gabriel de Arcangel,Centro
533,532,Calle 0532,San Martin - Mza. 8
534,533,Calle 0533,San Martin - Entre Mza. 6 Y 8
535,534,"Miroglio , Antonio",San Martin
536,535,Calle 0535,San Martin - Entre Mza. 4 Y 5
537,536,"Loza , Felix",San Cayetano
538,537,Calle 0537,Pietrobelli - Entre Mza. 251a Y 252a
539,538,"Namuncura , Ceferino",Ceferino Namuncura
540,539,Calle 0539,Stella Maris - Entre Mza. 915 Y 916
541,540,Calle 0540,Stella Maris - Entre Mza. 917 Y 918
542,541,"Ezpeleta , Roberto Justo",Tte. Gral Julio Argentino Roca
543,542,Virgen del Carmen,Pietrobelli
544,543,Reverendo Padre Carlos Mujica,Doctor Quirno Costa
545,544,29 de Noviembre,Doctor Quirno Costa
546,545,Pasaje Peatonal 1,Doctor Quirno Costa
547,546,Pasaje Peatonal 2,Doctor Quirno Costa
548,547,Monseñor Argimiro Daniel Moure,Doctor Quirno Costa
549,548,Pasaje Peatonal 3,Doctor Quirno Costa
550,549,Pasaje 0549,Jorge Newbery - Norte Mza. 119a
551,550,"Bahamonde , Gustavo",Monseñor Argimiro Daniel Moure - San Cayetano
552,551,Pasaje 0551,San Martin - Entre Mza. 12 Y 15
553,552,"Segura , Daniel Omar Doctor",San Cayetano - Entre Mza. 113 Y 118
554,553,"Rey , Lorenzo Laureano",San Cayetano
555,554,Calle 0554,San Cayetano - Entre Mza. 120 Y 121
556,555,Calle 0555,San Cayetano - Entre Mza. 121 Y 122
557,556,Calle 0556,San Cayetano - Entre Mza. 122 Y 123
558,557,Calle 0557,San Cayetano - Sur Mza. 123 Y 125
559,558,Calle 0558,San Cayetano - Oeste Mza. 119 A 123
560,559,Calle 0559,San Cayetano - Entre Mza. 124 Y 125
561,560,Calle 0560,San Cayetano - Oeste Mza. 125
562,561,Calle 0561,Stella Maris - Entre Mza. 81-C Y 920
563,562,Calle 0562,Stella Maris - Entre Mza. 920 Y 922
564,563,Calle 0563,Stella Maris - Entre Mza. 920 Y 921
565,564,Calle 0564,Maximo Abasolo - Entre Mza. 140 Y 147
566,565,Calle 0565,Maximo Abasolo - Este Mza. 140
567,566,Calle 0566,Maximo Abasolo - Entre Mza. 81 Y 149 - Zona Sin Mensura
568,567,Pasaje 0567,Jorge Newbery - Entre Mza. 70 Y 71
569,568,Pasaje 0568,Jorge Newbery - Mza. 71
570,569,Pasaje 0569,Jorge Newbery - Entre Mza. 71 Y 72
571,570,Pasaje 0570,Jorge Newbery - Entre Mza. 70 Y 69
572,571,Pasaje 0571,Jorge Newbery - Entre Mza. 69 Y 70
573,572,"Garcia , Jose Orfelindo",Jorge Newbery
574,573,Pasaje 0573,Jorge Newbery - Mza. 68
575,574,Pasaje 0574,Jorge Newbery - Entre Mza. 66 Y 67
576,575,Pasaje 0575,Jorge Newbery - Mza. 66
577,576,Pasaje 0576,Jorge Newbery - Entre Mza. 65 Y 66
578,577,Pasaje 0577,Jorge Newbery - Mza. 70
579,578,Pasaje 0578,Jorge Newbery - Mza. 70
580,579,Pasaje 0579,Jorge Newbery - Mza. 70
581,580,Puerto Deseado,Las Flores
582,581,Cerro Colorado,Maestro Isidro Quiroga
583,582,Cerro Blanco,Maestro Isidro Quiroga
584,583,Cerro Solo,Maestro Isidro Quiroga
585,584,Cerro San Bernardo,Maestro Isidro Quiroga
586,585,Cerro Negro,Maestro Isidro Quiroga
587,586,"Tora , Ricardo","Maestro Isidro Quiroga - Cordon Forestal ""J.M. Feeney"""
588,587,Cerro Bella Vista,Maestro Isidro Quiroga
589,588,Calle 0588,30 de Octubre - Norte Mza. 100
590,589,Calle 0589,30 de Octubre - Entre Mza. 100 Y 101
591,590,Padre Juan Enne Misionero Salesiano,Balcon del Paraiso
592,591,20 de Octubre,Balcon del Paraiso
593,592,Pasaje 0592,Balcon del Paraiso - Entre Mza. 4 Y 5
594,593,Pasaje 0593,Balcon del Paraiso - Mza. 6
595,594,"Buzzi , Alfredo Luis Don",Tte. Gral Julio Argentino Roca
596,595,Cholila,Maximo Abasolo
597,596,Cushamen,Maximo Abasolo
598,597,Tecka,Maximo Abasolo
599,598,Telsen,Maximo Abasolo
600,599,Las Plumas,Maximo Abasolo
601,600,Forjadoras Patagonicas,"Maximo Abasolo - Cordon Forestal ""Juan M. Feeney"""
602,601,Gastre,Maximo Abasolo
603,602,Camarones,Maximo Abasolo
604,603,Puerto Madryn,Maximo Abasolo
605,604,Escalante,Maximo Abasolo
606,605,"Tejada Gomez , Armando",San Cayetano - Maximo Abasolo - Entre Mza. 72 Y 73
607,606,Calle 0606,San Cayetano - Maximo Abasolo - Entre Mza. 58 Y 61
608,607,Pasaje Peatonal 0607,Maximo Abasolo - Mza. 143 Y 144
609,608,Calle 0608,Maximo Abasolo - Norte Mza. 143 A 146
610,609,"Arias , Manuel Eusebio Gabriel Tomas",Tte. Gral Julio Argentino Roca
611,610,"Geronazzo , Manuel Maestro",Pueyrredon
612,611,"Campoy , Cesar",30 de Octubre
613,612,"Adami , Renzo",Monseñor Argimiro Daniel Moure
614,613,"Berbel , Marcelo",Monseñor Argimiro Daniel Moure
615,614,Monseñor Jaime Francisco de Nevares,Monseñor Argimiro Daniel Moure
616,615,"Campos , Carlos",Maestro Isidro Quiroga - Mñor. Argimiro Daniel Moure
617,616,"Amado , Miguel",Monseñor Argimiro Daniel Moure
618,617,"Scocco , Roberto Luis Doctor",Centro
619,618,"Medrano , Elio Rene",3o de Octubre
620,619,"Ramos , Emigdio",30 de Octubre - Mario Abel Amaya
621,620,"Gutierrez , Raul",30 de Octubre
622,621,"Larraude , Clara Isabel",30 de Octubre
623,622,"Surita , Olimpides",30 de Octubre
624,623,"Tello , Antonio",30 de Octubre
625,624,"Vega , Felix",30 de Octubre
626,625,"Schiabrando , Juan",30 de Octubre
627,626,Calle 0626,Stella Maris - Noreste Mza. 903
628,627,Pasaje Peatonal 0627,Ceferino Namuncura - Mza. 884-B
629,628,Calle 0628,La Floresta - Sur Mza. 663
630,629,Pasaje Peatonal 0629,La Floresta - Mza. 662-A Y 663
631,630,Pasaje Peatonal 4,Doctor Quirno Costa
632,631,Pasaje Peatonal 5,Doctor Quirno Costa
633,632,La Niña,Jorge Newbery
634,633,Andalucia,Jorge Newbery
635,634,Pasaje 0634,Pietrobelli - Norte Mza. 41
636,635,Argentino,Centro
637,636,Larrea,Centro
638,637,Calle 0637,Stella Maris - Entre Mza. 89 Y 95
639,638,"Miranda , Dalmacio",Stella Maris
640,639,"Castillo , Ramon Presidente",Stella Maris
641,640,Calle 0640,Stella Maris - Entre Mza. 98 Y 99
642,641,Calle 0641,Pietrobelli - Mza. 69 Bis
643,642,Calle 0642,Pietrobelli - Mza. 69 Bis
644,643,Padre Vicente Martinez,Pietrobelli
645,644,Puerto Moran,Jorge Newbery
646,645,"Varela , Roque Timoteo",Maximo Abasolo - San Martin
647,646,Calle 0646,Maximo Abasolo - Entre Mza. 150 Y 153
648,647,Calle 0647,Maximo Abasolo - Norte Mza. 150 A 175
649,648,Calle 0648,Maximo Abasolo - Entre Mza. 151 Y 152
650,649,Calle 0649,San Cayetano - Entre Mza. 15 Y 16
651,650,Calle 0650,San Cayetano - Entre Mza. 14 Y 15
652,651,Calle 0651,"San Cayetano - Sur Mza. 14 , 19 Y 20"
653,652,"Lecumberry , Julio",Monseñor Argimiro Daniel Moure
654,653,Monseñor Enrique Angelelli,Mñor. Argimiro Daniel Moure - Maestro Isidro Quiroga
655,654,"Mizrahi , Clara",Centro Civico General Solari
656,655,De Los Trabajadores,Parque Industrial Comodoro Rivadavia
657,656,Del Progreso,Parque Industrial Comodoro Rivadavia
658,657,De La Industria,Parque Industrial Comodoro Rivadavia
659,658,Grua Titan,Parque Industrial Comodoro Rivadavia
660,659,Hielos Continentales,Parque Industrial Comodoro Rivadavia
661,660,Del Comercio,Parque Industrial Comodoro Rivadavia
662,661,Pioneros Patagonicos,Parque Industrial Comodoro Rivadavia
663,662,Pasaje 0662,"Jorge Newbery - Oeste Mza. 121-C, 77 Y 6"
664,663,Pasaje 0663,Jorge Newbery - Mza. 76
665,664,Pasaje 0664,Jorge Newbery - Entre Mza. 74 Y 75
666,665,Pasaje 0665,Jorge Newbery - Entre Mza. 75 Y 76
667,666,Pasaje 0666,Jorge Newbery - Mza. 121-B Y 76
668,667,Pasaje 0667,Jorge Newbery - Sur Mza. 76
669,668,Pasaje 0668,Jorge Newbery - Sur Mza. 121-C
670,669,Pasaje 0669,Las Flores - Mza. 627
671,670,Pasaje 0670,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
672,671,Pasaje 0671,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
673,672,Araucarias Norte,Las Flores
674,673,Pasaje 0673,Jorge Newbery - Mza. 121-B Y Sur Mza. 6
675,674,"Mujica , Felix",30 de Octubre
676,675,"Fernandez , Santiago",30 de Octubre
677,676,Pasaje 0676,Jorge Newbery - Entre Mza. 73 Y 74
678,677,Pasaje 0677,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
679,678,Pasaje 0678,Jorge Newbery - Mza. 70
680,679,Calle 0679,Maximo Abasolo - Entre Mza. 168 Y 169
681,680,Calle 0680,Maximo Abasolo - Entre Mza. 29 Y 137
682,681,Calle 0681,Maximo Abasolo - Entre Mza. 171 Y Mzo. 172
683,682,Calle 0682,Maximo Abasolo - Entre Mza. 174 Y Mzo. 172
684,683,Calle 0683,Maximo Abasolo - Entre Mza. 174 Y 175
685,684,Calle 0684,Maximo Abasolo - Sur Mza. 174 Y 175
686,685,Calle 0685,Maximo Abasolo - Entre Mza. 177 Y 181
687,686,Calle 0686,Maximo Abasolo - Entre Mza. 177 Y 178
688,687,Calle 0687,Maximo Abasolo - Oeste Mza. 178 A 180
689,688,Pasaje Peatonal 0688,San Isidro Labrador - Mza. 454
690,689,"Rognetta , Lorenzo","Maestro Isidro Quiroga - Cordon Forestal ""J.M. Feeney"""
691,690,"Cercos , Raul",San Cayetano -Cordon Forestal -Los Bretes -Acceso Sur
692,691,"Rivas , Alberto","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
693,692,Pasaje 0692,Pietrobelli - Mza. 88 Bis
694,693,Cerro Melillan,Maestro Isidro Quiroga
695,694,"Dominguez , Antonio Manuel",Monseñor Argimiro Daniel Moure
696,695,Pasaje 0695,Pietrobelli - Sin Mensura - Norte Mza. 245 Bis
697,696,Pasaje 0696,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
698,697,Pasaje 0697,San Martin - Entre Mza. 20 Y 21
699,698,Calle 0698,San Martin - Norte Mza. 20 Y 21
700,699,Pasaje Peatonal 0699,La Floresta - Mzo. 1
701,700,Pasaje Peatonal 0700,La Floresta - Mzo. 1
702,701,Calle 0701,La Floresta - Oeste Mza. 28
703,702,"Purins , Antonio",Mario Abel Amaya
704,703,Calle 0703,San Cayetano - Este Mza. 6
705,704,Pasaje 0704,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
706,705,"Caperochipi , Carmen N. Concejal","Maximo Abasolo - Cordon Forestal ""Juan M. Feeney"""
707,706,Pasaje 0706,Ceferino Namuncura - Mza. 831
708,707,"Mujica , Eleuterio",9 de Julio
709,708,La Santa Maria,Jorge Newbery - Las Flores
710,709,Calle 0709,San Cayetano - Entre Mza. 21 Y 22
711,710,Calle 0710,San Cayetano - Entre Mza. 22 Y 23
712,711,Calle 0711,San Cayetano - Este Mza. 23
713,712,Calle 0712,La Floresta - Norte Mza. 641 Bis
714,713,"Hernandez , Bernabe Concejal","Cordon Forestal ""Juan Manuel Feeney"""
715,714,"Quintana , Felix Concejal","Cordon Forestal ""Juan Manuel Feeney"""
716,715,"Martins , Benito Concejal","Cordon Forestal ""Juan Manuel Feeney"""
717,716,"Olinik , Francisco Concejal","Cordon Forestal ""Juan Manuel Feeney"""
718,717,"Fernandez , Cipriano Concejal","Cordon Forestal ""Juan Manuel Feeney"""
719,718,"Ojeda , Sixto "" Coña """,San Cayetano -Cordon Forestal -Los Bretes -Acceso Sur
720,719,"Herrera , Oscar Vicente Concejal","Cordon Forestal ""Juan Manuel Feeney"""
721,720,"Farias , Carmen Concejal","Cordon Forestal ""Juan Manuel Feeney"""
722,721,"Ocampo , Silvia","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
723,722,"Chavez , Fermin","Cordon Forestal "" Juan Manuel Feeney """
724,723,"Denevi , Marco","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
725,724,"Briante , Miguel","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
726,725,"Pairo , Roberto","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
727,726,"Soriano , Osvaldo","Cordon Forestal "" Juan Manuel Feeney """
728,727,"Caraffa , Brendan","Cordon Forestal  "" Juan Manuel Feeney """
729,728,"Barbieri , Vicente",Cordon Forestal -Malvinas Argentinas- Gdor. R. Gonzalez
730,729,"Conti , Haroldo",Cordon Forestal-Malvinas Argentinas-Gdor. R. Gonzalez
731,730,"Sanchez , Arturo Amor Concejal","Cordon Forestal ""Juan Manuel Feeney"""
732,731,"Moron , Alfredo Jorge Concejal","Cordon Forestal ""Juan Manuel Feeney"""
733,732,"Urondo , Francisco","Cordon Forestal "" Juan Manuel Feeney """
734,733,"Di Benedetto , Antonio","Cordon Forestal "" Juan Manuel Feeney """
735,734,"Vilches , Dario","Cordon Forestal ""Juan Manuel Feeney"""
736,735,"Gomez , Valeria Concejal","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
737,736,"Mansilla , Miguel Angel Concejal","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
738,737,"Gonzalez Pedroso , Jesus Concejal","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
739,738,"Casal , Raimundo Concejal","Cordon Forestal ""Juan Manuel Feeney"""
740,739,"Vanni , Inocencio Concejal","Cordon Forestal ""Juan Manuel Feeney"""
741,740,"Alcoleas , Ricardo Concejal","Cordon Forestal -Malvinas Argentinas -Chacras ""Los 3 Pinos"""
742,741,"Ludueña , Jorge Daniel","Cordon Forestal ""Juan M. Feeney"" - Malvinas Argentinas"
743,742,"Sanchez , Hector Concejal","Cordon Forestal ""Juan Manuel Feeney"""
744,743,"Palacios , Pedro Concejal","Cordon Forestal ""Juan Manuel Feeney"""
745,744,"Rodriguez , Roberto Concejal","Cordon Forestal ""Juan Manuel Feeney"""
746,745,"Ruiz , Braulio Concejal","Cordon Forestal ""Juan Manuel Feeney"""
747,746,"Sandoval , Gregorio Concejal","Cordon Forestal ""Juan Manuel Feeney"""
748,747,"Avila , Silvia Cristina Concejal","Cordon Forestal ""Juan Manuel Feeney"""
749,748,"Barria , Edulio ""Pirulo""","Cordon Forestal ""Juan M. Feeney"" - Acceso Sur  (Ex Fr. 14-15)"
750,749,"Zunino , Hector Aidor","Cordon Forestal ""Juan Manuel Feeney"""
751,750,"Soto , Jacobo Concejal","Cordon Forestal ""Juan Manuel Feeney"""
752,751,"Laneza , Jose Miguel Concejal","Cordon Forestal ""Juan Manuel Feeney"""
753,752,"Ceschin , Eduardo Miguel","Cordon Forestal ""Juan Manuel Feeney"""
754,753,"Bottinelli , Carlos Leon Concejal","Cordon Forestal ""Juan Manuel Feeney"""
755,754,"Gioino , Angel Vicente Vice Intendente","Cordon Forestal ""Juan M. Feeney"" - Humberto Beghin"
756,755,Calle 0755,Acceso Sur - Este Fracción B Y Parc. 33
757,756,Calle 0756,San Cayetano - Entre Mza. 125 Y 126
758,757,Calle 0757,Maximo Abasolo - Entre Mza. 175 Y 182
759,758,Calle 0758,Maximo Abasolo - Norte Mza. 177 Y 178
760,759,Calle 0759,Maximo Abasolo - Entre Mza. 179 Y 180
761,760,Calle 0760,Maximo Abasolo - Norte Mza. 180 A 182
762,761,Calle 0761,Maximo Abasolo - Entre Mza. 181 Y 182
763,762,Calle 0762,Acceso Sur - Oeste Mza. 15
764,763,Calle 0763,Maximo Abasolo - Norte Mza. 139
765,764,Calle 0764,Maximo Abasolo - Sin Mensura - Norte Mza. 139
766,765,Calle 0765,Monseñor Argimiro Daniel Moure - Entre Mza. 23 Y 24
767,766,"Kasankevich , Jaime",Centro
768,767,Pasaje 0767,Centro - Mza. 10
769,768,Pasaje 0768,Centro - Mza. 16 Bis
770,769,Pasaje 0769,Centro - Mza. 16 Bis
771,770,Pasaje 0770,Centro - Mza. 20
772,771,Pasaje 0771,Centro - Mza. 21
773,772,Pasaje 0772,Centro - Mza. 23
774,773,Pasaje 0773,Centro - Mza. 29
775,774,Pasaje 0774,Centro - Mza. 30
776,775,Pasaje 0775,Centro - Mza. 34
777,776,Pasaje 0776,Centro - Mza. 37 Bis
778,777,Pasaje 0777,Centro - Mza. 63
779,778,Pasaje 0778,Centro - Mza. 38
780,779,Pasaje 0779,Centro - Mza. 38 Bis
781,780,Pasaje 0780,Centro - Mza. 38 Bis
782,781,"Pereira Mendonca , Jose",Centro
783,782,Pasaje 0782,Centro - Mza. 41
784,783,Pasaje 0783,Centro - Mza. 42
785,784,Pasaje 0784,Centro - Mza. 42
786,785,Pasaje 0785,Centro - Mza. 46
787,786,Pasaje 0786,Centro - Mza. 46
788,787,"Valeriev , Antonio",Centro
789,788,Pasaje 0788,Centro - Mza. 50
790,789,Pasaje 0789,Centro - Mza. 51
791,790,Pasaje 0790,Centro - Mza. 51 Bis
792,791,Pasaje 0791,Centro - Mza. 51 Bis
793,792,Pasaje 0792,Centro - Mza. 52
794,793,Pasaje 0793,Centro - Mza. 52 Bis
795,794,Pasaje 0794,Centro - Mza. 53
796,795,"Saiz Escagedo , Juaquin Don",Centro
797,796,Pasaje 0796,Centro - Mza. 59
798,797,Pasaje 0797,Centro - Mza. 67
799,798,Pasaje 0798,Centro - Mza. 71
800,799,"San Pedro , German",Centro
801,800,Pasaje 0800,Centro - Mza. 80
802,801,"Tcharian , Atanasio",Centro
803,802,Pasaje 0802,Centro - Mza. 82
804,803,Pasaje 0803,Centro - Mza. 86
805,804,Pasaje 0804,Centro - Mza. 90
806,805,Pasaje 0805,Centro - Mza. 94
807,806,Pasaje 0806,Centro - Mza. 47 (Pcia.)
808,807,"Goyeneche , Roberto",Maximo Abasolo
809,808,"Pires , Jose",Centro
810,809,"Mora , Luis Mora Profesor","Centro - "" Costanera """
811,810,Calle 0810,Maximo Abasolo - Entre Mza. 132 Y 133
812,811,Calle 0811,Stella Maris - Entre Mza. 173 Y 176
813,812,"Woodley , Milton",30 de Octubre
814,813,"Miranda , Domingo Ramon",Centro
815,814,"Gonzalez , Roque Gobernador",Camino Alternativo Oeste - Saavedra - Gdor. R Gonzalez
816,815,Calle 0815,Acceso Sur - Norte Fracción G
817,816,Calle 0816,San Cayetano - Mza. 18
818,817,"Pressiani , David","Cordon Forestal ""Juan Manuel Feeney"" - San Cayetano"
819,818,Calle 0818,Humberto Beghin - Oeste Fracción G
820,819,"Gatti , Miguel Angel",San Cayetano
821,820,Calle 0820,San Cayetano  - Entre Mza. 74 Y 102
822,821,Calle 0821,San Cayetano  - Entre Mza. 73 Y 74
823,822,Calle 0822,San Cayetano  - Oeste Mza. 73
824,823,Calle 0823,"San Cayetano  - Norte Mza. 73 A 78 , 102 Y 103"
825,824,Calle 0824,Maximo Abasolo - Sur Mza. 129
826,825,Avenida 0825,Acceso Sur - Cordon Forestal
827,826,Calle 0826,Stella Maris - Entre Mza. 179 Y 182
828,827,Calle 0827,Stella Maris - Entre Mza. 181 Y Mzo. 183
829,828,"Quintana , Adolfo Concejal","Cordon Forestal ""Juan Manuel Feeney"""
830,829,Calle 0829,Monseñor Argimiro Daniel Moure - Entre Mza. 27 Y 32
831,830,Calle 0830,"Monseñor Argimiro Daniel Moure - Sur >Mzas. 34, 35 Y 1"
832,831,Calle 0831,San Cayetano - Este Mza. 101
833,832,"Gomez , Vita",San Cayetano
834,833,"Duran , Laura",30 de Octubre
835,834,Pasaje 0834,Balcon del Paraiso
836,835,Pasaje Peatonal 0835,Centro - Mza. 211
837,836,Pasaje 0836,Centro - Mza. 63
838,837,Calle 0837,Stella Maris - Entre Mza. 97 Y 172
839,838,"Chiclana , Feliciano",Centro
840,839,Pasaje Peatonal 0839,Pietrobelli - Sin Mensura - Oeste Mza. 245 Bis
841,840,"Almonacid , Juan Antonio",Monseñor Argimiro Daniel Moure
842,841,"Quiroga Burnett , Guillermo",30 de Octubre
843,842,Pasaje 0842,Monseñor Argimiro Daniel Moure - Entre Mza. 33 Y 34
844,843,Calle 0843,Mario Abel Amaya - Mza. 149
845,844,Calle 0844,"Monseñor Argimiro Daniel Moure - Entre Mza. 25, 27 Y 29"
846,845,Calle 0845,San Cayetano - Entre Mza. 113 Y 114
847,846,Calle 0846,San Cayetano - Entre Mza. 113 Y 118
848,847,Calle 0847,San Cayetano - Entre Mza. 117 Y 119
849,848,Calle 0848,Monseñor Argimiro Daniel Moure - Entre Mza. 32 Y 31
850,849,"Torraca , Vicente",Stella Maris
851,850,"Quijano , Hortensio Vicepresidente",Stella Maris
852,851,Calle 0851,Stella Maris - Sin Mensura - Sur Mza. 177
853,852,Calle 0852,Stella Maris - Sin Mensura - Sur Mza. 177
854,853,Calle 0853,Mario Abel Amaya - Entre Mza. 54 Y 63
855,854,Calle 0854,Mario Abel Amaya - Entre Mzo. 60 Y Mza. 61
856,855,Calle 0855,Mario Abel Amaya - Mzo. 60
857,856,Calle 0856,Mario Abel Amaya - Mzo. 60 Y Mza. 61
858,857,Calle 0857,Mario Abel Amaya - Entre Mza. 57 Y 59
859,858,Calle 0858,Mario Abel Amaya - Entre Mzas. 67 Y 66
860,859,Calle 0859,San Cayetano - Entre Mza. 120 Y 121
861,860,Calle 0860,Mario Abel Amaya - Sur Mza. 67 Y 66
862,861,Calle 0861,San Martin - Entre Mza. 64 Y 65
863,862,Calle 0862,Centro Civico General Solari - Sudoeste Mza. 61-A
864,863,Calle 0863,Maximo Abasolo - Oeste Mza. 139
865,864,Calle 0864,San Cayetano - Sin Mensura - Sudoeste Mza. 132
866,865,Pasaje 0865,San Martin - Mza. 67
867,866,Calle 0866,San Cayetano - Entre Mza. 105 Y 131
868,867,Calle 0867,San Cayetano - Entre Mza. 131 Y 133
869,868,Calle 0868,San Cayetano - Entre Mza. 133 Y 134
870,869,Calle 0869,San Cayetano - Entre Mza. 97 Y 134
871,870,Pasaje 0870,Pietrobelli - Noreste Mza. 41
872,871,Pasaje 0871,Jorge Newbery - Mza. 72
873,872,Pasaje 0872,Jorge Newbery - Noroeste Mza. 70
874,873,Pasaje 0873,Jorge Newbery - Entre Mza. 67 Y 68
875,874,Pasaje 0874,Jorge Newbery - Entre Mza. 66 Y 64
876,875,Pasaje 0875,Jorge Newbery - Mza. 76
877,876,Pasaje 0876,Jorge Newbery - Mza. 155a
878,877,Pasaje 0877,Jorge Newbery - Sur Mza. 76
879,878,Pasaje 0878,San Cayetano - Mza. 112
880,879,Calle 0879,San Cayetano - Sur Mza. 112
881,880,Pasaje 0880,Jorge Newbery - Mza. 74
882,881,Calle 0881,Humberto Beghin - Entre Mza. 92 Y 193
883,882,Calle 0882,Doctor Quirno Costa - Entre Mza. 56 Y 58
884,883,Calle 0883,Doctor Quirno Costa - Entre Mza. 57 Y 58
885,884,Pasaje Peatonal 0884,San Cayetano - Oeste Mza. 79
886,885,Calle 0885,San Cayetano - Mza. 101
887,886,Calle 0886,San Cayetano - Noroeste Parcela 12
888,887,Calle 0887,San Cayetano - Noroeste Parcela 12
889,888,Calle 0888,San Cayetano - Noroeste Parcela 12
890,889,Calle 0889,San Cayetano - Noroeste Parcela 12
891,890,Calle 0890,San Cayetano - Noroeste Parcela 12
892,891,Calle 0891,San Cayetano - Noroeste Parcela 12
893,892,Calle 0892,San Cayetano - Noroeste Parcela 12
894,893,Calle 0893,San Cayetano - Sudoeste Mza. 132
895,894,Calle 0894,Acceso Sur - Entre Frac. G Y Parc. 26
896,895,Pasaje 0895,San Cayetano - Mzas. 98 Y 99
897,896,Calle 0896,Maestro Isidro Quiroga - Macizo 8
898,897,Calle 0897,Maestro Isidro Quiroga - Macizo 8
899,898,Calle 0898,Parque Industrial Comodoro Rivadavia -Sur Parcelas 13 A 15
900,899,Pasaje 0899,Jorge Newbery - Entre Mzas. 78 Y 79
901,900,"Iparraguirre de Escribano , Celestina",Centro
902,901,Calle 0901,Acceso Sur - Entre Mza. 30 Y Parcela 38
903,902,Calle 0902,Humberto Beghin - Entre Mza. 196 Y Mzo. 198
904,903,Calle 0903,Humberto Beghin - Oeste Mza. 194
905,904,Calle 0904,Acceso Sur - Entre Mzas. 19 Y 17
906,905,Calle 0905,Acceso Sur - Norte Mza. 17
907,906,Pasaje 0906,La Floresta - Norte Mza. 27
908,907,Calle 0907,Humberto Beghin - Sudeste Mzas. 193 Y 216
909,908,"Perfumo , Angel Santiago",Centro Civico General Solari
910,909,Calle 0909,Mario Abel Amaya - Sudeste Mza. 64
911,910,Calle 0910,Mario Abel Amaya - Sur Mza. 27
912,911,Calle 0911,Humberto Beghin - Entre Mza. 217 A 219
913,912,Calle 0912,Humberto Beghin - Entre Mza. 218 A 222
914,913,Calle 0913,Humberto Beghin - Entre Mza. 223 A 225
915,914,Calle 0914,Humberto Beghin - Entre Mza. 227 A 228
916,915,Calle 0915,Humberto Beghin - Entre Mza. 218 A 223
917,916,Calle 0916,"Stella Maris - "" 2da Extensión """
918,917,Calle 0917,"Stella Maris - "" 2da Extensión """
919,918,Calle 0918,"Stella Maris - "" 2da Extensión """
920,919,Calle 0919,"Stella Maris - "" 2da Extensión """
921,920,Calle 0920,"Stella Maris - "" 2da Extensión """
922,921,Calle 0921,"Stella Maris - "" 2da Extensión """
923,922,Calle 0922,"Stella Maris - "" 2da Extensión """
924,923,Calle 0923,"Stella Maris - "" 2da Extensión """
925,924,Calle 0924,"Cordon Forestal ""J.M.F."" - Entre Mzos. 45, 51, 52 Y Fracc. 13"
926,925,"Poretti , Alberto Doctor",Los Bretes
927,926,"Hidalgo , Vicente",Los Bretes
928,927,"Cistari , Armando",Los Bretes
929,928,"Millis , Estanislao",Los Bretes
930,929,"Nieva , Alfonso Doctor",Los Bretes
931,930,"Sanchez , Alfonso",Los Bretes
932,931,"Morales , Alfredo",Los Bretes
933,932,"Macias , Daniel",Los Bretes
934,933,"Ubieda , Hugo",Los Bretes
935,934,"Espona , Benito Doctor",Los Bretes
936,935,"Bosch , Nelida Noemi",Los Bretes
937,936,"Ambran , Hugo Doctor",Los Bretes
938,937,"Morales , Osberto",Los Bretes
939,938,"Herrera , Ana",Los Bretes
940,939,"Cuny , Ruben E. Mayor",Los Bretes
941,940,"Rearte , Jorgelina",Los Bretes
942,941,"Kirn , Guillermo",Los Bretes
943,942,"Fernandez de Carrusca , Ramona",Los Bretes
944,943,"Slikerman , Israel",Los Bretes
945,944,"Ibarra , Elena Doctora",Los Bretes
946,945,"Grosso , Amalia",Los Bretes
947,946,"Cracco , Pedro Aldo",Los Bretes - Acceso Sur
948,947,Calle 0947,Humberto Beghin - Sudoeste Mza. 188
