id_calle,orden_carga,nombre_calle,observacion_calle
949,948,Calle 0948,San Cayetano - Entre Mza.155 Y Parcela 18
950,949,Calle 0949,San Cayetano - Entre Mzas. 154 A 156 Y Parcela 16
951,950,Calle 0950,Stella Maris - Norte Mza. 187
952,951,Calle 0951,Stella Maris - Norte Mza. 187 - Extensión
953,952,Calle 0952,"Cordon Forestal ""J.M. Feeney"" - Entre Mzas. 106 Y 105"
954,953,Calle 0953,"Cordon Forestal ""J.M. Feeney"" - Entre Mzas. 105 Y 104"
955,954,Calle 0954,"Cordon Forestal ""J.M. Feeney"" - Entre Mzas. 104 Y 103"
956,955,Calle 0955,"Cordon Forestal ""J.M. Feeney"" - Entre Mzas. 102 Y 101"
957,956,Calle 0956,Stella Maris - Este Mza. 232
958,957,Calle 0957,"Stella Maris - Macizo 198 - "" 3ra Extensión """
959,958,Calle 0958,"Stella Maris - Macizo 198 - "" 3ra Extensión """
960,959,Calle 0959,"Stella Maris - Macizo 198 - "" 3ra Extensión """
961,960,Calle 0960,"Stella Maris - Macizo 198 - "" 3ra Extensión """
962,961,Calle 0961,"Stella Maris - Macizo 198 - "" 3ra Extensión """
963,962,Calle 0962,"Cordon Forestal ""J.M. Feeney"" - Entre Mzo. 20 Y Mza. 107"
964,963,Calle 0963,"Cordon Forestal ""J.M. Feeney"" - Sur Mza. 107 , Entre Mzo. 20"
965,964,Calle 0964,San Cayetano - Extensión Al Norte Mza. 134
966,965,Calle 0965,Mñor. Argimiro Daniel Moure - Entre Mzas. 38 Y 39
967,966,Calle 0966,"Mñor. Argimiro Daniel Moure - Entre Mzas. 37, 38 Y 39"
968,967,Pasaje 0967,San Cayetano - Entre Mzas. 145 Y 146
969,968,Calle 0968,San Cayetano - Entre Mzas. 144 Y 145
970,969,Calle 0969,San Cayetano - Entre Mzas. 137 Y 143
971,970,Calle 0970,San Cayetano - Entre Mzas. 143 Y 137
972,971,Pasaje 0971,San Cayetano - Mza. 137
973,972,Pasaje 0972,San Cayetano - Mza. 137
974,973,Pasaje 0973,San Cayetano - Mza. 143
975,974,Calle 0974,"Cordon Forestal ""J.M. Feeney"" - En Macizo 88 (Ex Mzo. 64)"
976,975,Calle 0975,Maximo Abasolo - Entre Mzas. 150 Y 154
977,976,Calle 0976,Maximo Abasolo - Entre Mzas. 153 Y 154
978,977,Calle 0977,Maximo Abasolo - Entre Mzas. 151 Y 152
979,978,Calle 0978,Acceso Sur - Macizo 151
980,979,Avenida 0979,Acceso Sur - Entre Macizo 151 Y Fracción 21
981,980,Calle 0980,Acceso Sur - Entre Fracción A Y Parcela 31
982,981,Calle 0981,Mario Abel Amaya - Sudoeste Mza. 27 - Extensión Sudeste
983,982,Calle 0982,Mario Abel Amaya - Noreste Mza. 27 - Extensión Sudeste
984,983,Pasaje Peatonal 0983,Mario Abel Amaya - Norte Mza. 27 - Extensión Sudeste
985,984,Pasaje 0984,Jorge Newbery - Mza. 73
986,985,Calle 0985,Mario Abel Amaya - Sudeste Y Sur Mza. 64 - Extensión Sudeste
987,986,Calle 0986,Mario Abel Amaya - Sudeste Y Sur Mza. 64 - Extensión Sudeste
988,987,Calle 0987,Mario Abel Amaya - Sudeste Y Sur Mza. 64 - Extensión Sudeste
989,988,Calle 0988,Mario Abel Amaya - Sudeste Y Sur Mza. 64 - Extensión Sudeste
990,989,Calle 0989,Stella Maris - Entre Mzas. 257 Y 258
991,990,Calle 0990,Stella Maris - Entre Parcela 1 Y El Club Stella Maris.
992,991,Calle 0991,Maximo Abasolo - Este Mza. 108 (Pcia.)
993,992,Calle 0992,Maximo Abasolo - Mzo. 4 (Pcia.)
994,993,Calle 0993,Humberto Beghin - Entre Mzas. 255 Y 259
995,994,Pasaje 0994,Centro Civico General Solari - Mza. 4 (Ex 59c)
996,995,Calle 0995,"Cordon Forestal ""J.M. Feeney"" - Mzo. 48"
997,996,Calle 0996,"Cordon Forestal ""J.M. Feeney"" - Mzo. 48"
998,997,Calle 0997,"Cordon Forestal ""J.M. Feeney"" - Mzo. 48"
999,998,Calle 0998,"Cordon Forestal ""J.M. Feeney"" - Mzo. 48"
1000,999,Calle 0999,Acceso Sur - Entre Mza. 750 Y Parcela 24
1001,1000,Calle 1000,Accecso Sur - Este Parcelas 24 A 26
1002,1001,Antartida Argentina,General Enrique Mosconi
1003,1002,"Fagnano , Jose",General Enrique Mosconi
1004,1003,Bateria Independencia,General Enrique Mosconi
1005,1004,"Acosta , Mariano",General Enrique Mosconi
1006,1005,"Py , Comodoro",General Enrique Mosconi
1007,1006,Manquel,General Enrique Mosconi
1008,1007,Lago Musters,General Enrique Mosconi
1009,1008,"Koslowsky , Julio G.",General Mosconi
1010,1009,Islas Orcadas,General Enrique Mosconi
1011,1010,"Roca , General",General Enrique Mosconi
1012,1011,"Winter , General",General Enrique Mosconi
1013,1012,"Reyes , Marcelino Doctor",General Enrique Mosconi
1014,1013,"Nava de Zayas , Elena",General Enrique Mosconi
1015,1014,Los Bulgaros,General Enrique Mosconi
1016,1015,Petrolero,General Enrique Mosconi
1017,1016,Petrolero San Blas,General Enrique Mosconi
1018,1017,Los Molles,General Enrique Mosconi
1019,1018,17 de Agosto,General Enrique Mosconi
1020,1019,Buque Fray Luis Beltran,General E. Mosconi - Ntra. Sra. de La Divina Providencia
1021,1020,"Pueyrredon , Juan Martin De",General Enrique Mosconi
1022,1021,"Paz , Jose Maria",General Enrique Mosconi
1023,1022,Ortiz de Ocampo,General Enrique Mosconi
1024,1023,"Lopez , Joaquin V.",General Enrique Mosconi
1025,1024,"Quintana , Manuel",General Enrique Mosconi
1026,1025,Petrolero San Lorenzo,General Enrique Mosconi
1027,1026,"Moreno , Jose Maria",General Enrique Mosconi
1028,1027,Ariztizabal,General Enrique Mosconi
1029,1028,Pampa del Castillo,General Enrique Mosconi
1030,1029,Langara,General Enrique Mosconi
1031,1030,Mazaredo,General Enrique Mosconi
1032,1031,"Rodriguez Peña , Nicolas",General Enrique Mosconi
1033,1032,"Castro Barros , Pedro Ignacio De",General Enrique Mosconi
1034,1033,Sacamata,General Enrique Mosconi
1035,1034,Inacavas,General Enrique Mosconi
1036,1035,Foyel,General Enrique Mosconi
1037,1036,Calfucura,General Enrique Mosconi
1038,1037,Indio Casimiro,General Enrique Mosconi
1039,1038,Strobel,General Enrique Mosconi
1040,1039,"Jones , Miguel De",General Mosconi
1041,1040,"De La Plaza , Victorino",General Enrique Mosconi
1042,1041,Los Galeses,General Enrique Mosconi
1043,1042,Golfo San Jorge,General Enrique Mosconi
1044,1043,"Echeverria , Esteban",General Enrique Mosconi
1045,1044,Los Portugueses,General Enrique Mosconi
1046,1045,Lago Puelo,25 de Mayo
1047,1046,"Paters , Ingeniero",25 de Mayo
1048,1047,Bateria Libertad,General Enrique Mosconi
1049,1048,"Raventos , Ingeniero",25 de Mayo
1050,1049,"Lafont , Ingeniero",25 de Mayo
1051,1050,Cerro Viteau,General Enrique Mosconi
1052,1051,"Balcarce , Juan Ramon",General Enrique Mosconi
1053,1052,"Vedia , Mariano De",General Enrique Mosconi
1054,1053,"Stafforini , Cesar",25 de Mayo
1055,1054,Rio Mayo,General Enrique Mosconi
1056,1055,"Guarnieri , Ingeniero",25 de Mayo
1057,1056,"Villarino , Piloto",General Enrique Mosconi
1058,1057,Los Italianos,General Enrique Mosconi
1059,1058,Los Eslavos,General Enrique Mosconi
1060,1059,"Azopardo , Juan Bautista",General Enrique Mosconi
1061,1060,"Lagos , Hilario",General Enrique Mosconi
1062,1061,"Piedrabuena , Luis Comandante",General Enrique Mosconi
1063,1062,"Moyano , Gobernador",General Enrique Mosconi
1064,1063,Montes de Oca,General Enrique Mosconi
1065,1064,Cerro Chalten,General Enrique Mosconi
1066,1065,"Alberti , Manuel",General Enrique Mosconi
1067,1066,Indio Marcelo,General Enrique Mosconi
1068,1067,"Falkner , Tomas",General Enrique Mosconi
1069,1068,Tehuelches,General Enrique Mosconi
1070,1069,"Lugones , Leopoldo",General Enrique Mosconi
1071,1070,"Ramos Ruiz , Ingeniero",General Enrique Mosconi
1072,1071,"Gonzalez Balcarce , Antonio",General Enrique Mosconi
1073,1072,"Andrade , Olegario V.",General Enrique Mosconi
1074,1073,"Parra , Emilio",General Enrique Mosconi
1075,1074,"Cane , Miguel",General Enrique Mosconi
1076,1075,"Coronel , Policarpo",General Enrique Mosconi
1077,1076,La Mimosa,General Enrique Mosconi
1078,1077,"Viedma , Francisco De",General Enrique Mosconi
1079,1078,"Fuchs , Jose",General Enrique Mosconi
1080,1079,"Martinez , Juan",General Enrique Mosconi
1081,1080,Lago Gutierrez,General Enrique Mosconi
1082,1081,"Beghin , Humberto",General Enrique Mosconi
1083,1082,"Calvo , Carlos",General Enrique Mosconi
1084,1083,"Fontana , Coronel",General Enrique Mosconi
1085,1084,"Frey , Emilio",General Enrique Mosconi
1086,1085,Escuela Nacional Nº 2,General Enrique Mosconi
1087,1086,"Barros , Alvaro",General Enrique Mosconi
1088,1087,"Mayo , Gregorio",General Enrique Mosconi
1089,1088,"Kunzel , Gustavo",General Enrique Mosconi
1090,1089,"Encina , Carlos",General Enrique Mosconi
1091,1090,Lago Buenos Aires,General Enrique Mosconi
1092,1091,Santa Lucia,General Enrique Mosconi
1093,1092,El Plumerillo,General Enrique Mosconi
1094,1093,"Derqui , Santiago Doctor",General Enrique Mosconi
1095,1094,"Burmeister , Carlos",General Enrique Mosconi
1096,1095,"Pedernera , Juan Esteban",General Enrique Mosconi
1097,1096,"Cox , Guillermo",General Enrique Mosconi
1098,1097,"Monteagudo , Bernardo",General Enrique Mosconi
1099,1098,Vincinguerra,General Enrique Mosconi
1100,1099,"Ameghino , Carlos",General Enrique Mosconi
1101,1100,"Lobos , Ministro",General Enrique Mosconi
1102,1101,Spurr,General Enrique Mosconi
1103,1102,"Windhausen , Anselmo Doctor",General Enrique Mosconi
1104,1103,Spegazzini,General Enrique Mosconi
1105,1104,"Oneto , Antonio",General Enrique Mosconi
1106,1105,Lovisato,General Enrique Mosconi
1107,1106,"Bove , Vicente",General Enrique Mosconi
1108,1107,Loire,General Enrique Mosconi
1109,1108,"Escurra , Ministro",General Enrique Mosconi
1110,1109,Buque La Plata,General Enrique Mosconi
1111,1110,"Onelli , Clemente",General Enrique Mosconi
1112,1111,Los Españoles,General Enrique Mosconi
1113,1112,Mascardi,General Enrique Mosconi
1114,1113,"Mendiondo , Adolfo Doctor",General Enrique Mosconi
1115,1114,"Marmol , Jose",General Enrique Mosconi
1116,1115,Fray Mamerto Esquiu,General Enrique Mosconi
1117,1116,Oro Negro,General Enrique Mosconi
1118,1117,Mallin,General Enrique Mosconi
1119,1118,"Aimar , Jose",General Enrique Mosconi
1120,1119,"San Martin , Libertador General",General Enrique Mosconi
1121,1120,Don Bosco,General Enrique Mosconi
1122,1121,"Beauvoir , Jose Maria",General Enrique Mosconi
1123,1122,"Villegas , General",General Enrique Mosconi
1124,1123,Padre Marcelino Ribotta,Nuestra Señora de La Divina Providencia
1125,1124,"Zeballos , Estanislao",25 de Mayo
1126,1125,"Molina , Manuel J.",25 de Mayo
1127,1126,"Gallardo , Angel",25 de Mayo
1128,1127,"Mosconi , Enrique",25 de Mayo
1129,1128,"Lillo , Miguel",25 de Mayo
1130,1129,"Agostini , Alberto De",25 de Mayo
1131,1130,"Korn , Alejandro",25 de Mayo
1132,1131,"Levene , Ricardo",25 de Mayo
1133,1132,"Carrizo , Antonio Isaias",Nuestra Señora de La Divina Providencia
1134,1133,"Sueiro , Manuel Doctor",Nuestra Señora de La Divina Providencia
1135,1134,"Pol , Florencio",Nuestra Señora de La Divina Providencia
1136,1135,"Freile , Sabino",Nuestra Señora de La Divina Providencia
1137,1136,"Luque , Francisco",Nuestra Señora de La Divina Providencia
1138,1137,"Toussaint , Alberto",Nuestra Señora de La Divina Providencia
1139,1138,"Rosa Cristina , Francisco",Nuestra Señora de La Divina Providencia
1140,1139,Lago Blanco,General Enrique Mosconi
1141,1140,"Hichazo Blanco , Jose",General Enrique Mosconi
1142,1141,"Croce , Luis",Nuestra Señora de La Divina Providencia
1143,1142,"Szymanski , Jose",Nuestra Señora de La Divina Providencia
1144,1143,"Campos , Maximo",Nuestra Señora de La Divina Providencia
1145,1144,"Gonzalez , Jorge",Nuestra Señora de La Divina Providencia
1146,1145,"Rodriguez Gallardo , Carlos",Nuestra Señora de La Divina Providencia
1147,1146,"Cosentino , Oscar",Nuestra Señora de La Divina Providencia
1148,1147,"Urigo , Federico",Nuestra Señora de La Divina Providencia
1149,1148,"Palacios , Alfaro",Nuestra Señora de La Divina Providencia
1150,1149,"Cortez , Andres",Nuestra Señora de La Divina Providencia
1151,1150,"Lopez , Andres",Nuestra Señora de La Divina Providencia
1152,1151,"Flagel , Ewald",General E. Mosconi - Ntra. Sra. de La Divina Providencia
1153,1152,"Plats , Ingeniero",General Enrique Mosconi
1154,1153,Rayen,General Enrique Mosconi
1155,1154,Ayelen,General Enrique Mosconi
1156,1155,Buque General Madariaga,General Enrique Mosconi
1157,1156,"Garre , Jesus",General Enrique Mosconi
1158,1157,"Hudson , Guillermo Enrique",25 de Mayo
1159,1158,El Trebol,General Enrique Mosconi
1160,1159,"Neicoff , Nicola Genoff",General Enrique Mosconi
1161,1160,"Vergel Lazaro , Manuel",Nuestra Señora de La Divina Providencia
1162,1161,Duraznillo,General Enrique Mosconi
1163,1162,Puyehue,General Enrique Mosconi
1164,1163,Peumayen,General Enrique Mosconi
1165,1164,Independencia,General Enrique Mosconi
1166,1165,"Cosentino , Jose Ingeniero",General Enrique Mosconi
1167,1166,"Boscaro , Hermenegildo",General Enrique Mosconi
1168,1167,"Podesta , Eduardo Doctor",General Enrique Mosconi
1169,1168,"Gonzalo , Valentin",General Enrique Mosconi
1170,1169,"Vivas , Benito",General Enrique Mosconi
1171,1170,"Graf , Jose Maestro Salesiano",General Enrique Mosconi
1172,1171,"Simon , Diego",General Enrique Mosconi
1173,1172,"Escolar , Primitivo",General Enrique Mosconi
1174,1173,"Bizon , Carlos Ingeniero",General Enrique Mosconi
1175,1174,"Svoboda , Juan Jose",General Enrique Mosconi
1176,1175,Pasaje Peatonal 1175,"Nuestra Señora de La Divina Providencia - Entre Mzas. 4, 5 Y 7"
1177,1176,"Napolitano , Norberto Pappo",General Enrique Mosconi
1178,1177,Calle 1177,"General E. Mosconi - "" Vialidad "" - Entre Mzas. 124 Y 253"
1179,1178,Calle 1178,"General E. Mosconi - "" Vialidad "" - Entre Mzas. 253 Y 149"
1180,1179,"Moura , Federico",General Enrique Mosconi
1181,1180,Cerro Viteau,"General Enrique Mosconi - "" Sismográfica """
1182,1181,Cerro Dragon,"General Enrique Mosconi - "" Sismográfica """
1183,1182,Cerro Redondo,"General Enrique Mosconi - "" Sismográfica """
1184,1183,Cerro Tres Botellas,"General Enrique Mosconi - "" Sismográfica """
1185,1184,Cerro Pan de Azucar,"General Enrique Mosconi - "" Sismográfica """
1186,1185,Cerro Escondido,"General Enrique Mosconi - "" Sismográfica """
1187,1186,Quichamal,General Enrique Mosconi
1188,1187,Marques de Tilly,"General Enrique Mosconi - "" Sismográfica """
1189,1188,Bella Vista,"General Mosconi - "" Sismográfica """
1190,1189,Pico Truncado,"General Enrique Mosconi - "" Sismográfica """
1191,1190,Cerro Tortuga,"General Enrique Mosconi - "" Sismográfica """
1192,1191,Cerro Tres Picos,"General Enrique Mosconi - "" Sismográfica """
1193,1192,Cerro Montenegro,"General Enrique Mosconi - "" Sismográfica """
1194,1193,"Villa , Ingeniero",General Enrique Mosconi
1195,1194,Rio Pico,General Enrique Mosconi
1196,1195,"Scarulis , Teofilo",General Enrique Mosconi
1197,1196,"Warnes , Ignacio",General Enrique Mosconi
1198,1197,Cardiel,General Enrique Mosconi
1199,1198,Club de Empleados,"General Enrique Mosconi   -   ""Sin Ubicación"""
1200,1199,Calle 1199,Nuestra Señora de La Divina Providencia - Sur Mza. 31
1201,1200,"Rua , Miguel Don",General Enrique Mosconi
1202,1201,"Sosa , Miguel Angel Gregorio",General Enrique Mosconi
1203,1202,"Quiles , Diego",General Enrique Mosconi
1204,1203,"Beher , Ricardo",General Enrique Mosconi
1205,1204,"Morales , Santos Isidro",General Enrique Mosconi
1206,1205,"Pedrotti , Rita de Doña",General Enrique Mosconi
1207,1206,Calle 1206,General E. Mosconi - Norte Mza. 5 - Sec. 1
1208,1207,Calle 1207,General E. Mosconi - Oeste Mza. 5 - Sec. 1
1209,1208,"Ocampo de Moron , Dolores",General Enrique Mosconi
1210,1209,"Mora , Lola",General Enrique Mosconi
1211,1210,Retama,25 de Mayo
1212,1211,Calle 1211,"25 de Mayo - "" Covicup "" - Entre Mzas. 55 Y 59"
1213,1212,Los Notros,25 de Mayo
1214,1213,Los Coirones,25 de Mayo
1215,1214,Las Mutisias,25 de Mayo
1216,1215,Calle 1215,"27 de Mayo - "" Covicup "" - Entre Mzas. 61 Y 63"
1217,1216,Calle 1216,"25 de Mayo - "" Covicup "" - Este Mzas. 55 A 63"
1218,1217,Malaespina,25 de Mayo
1219,1218,Tomillo,25 de Mayo
1220,1219,Las Jarillas,25 de Mayo
1221,1220,Quilimbay,25 de Mayo
1222,1221,Michay,25 de Mayo
1223,1222,Grindelia,25 de Mayo
1224,1223,Calle 1223,General Enrique Mosconi - Entre Mza. 122 Y 127
1225,1224,Calle 1224,General Enrique Mosconi - Entre Mza. 133 Y 135
1226,1225,"Ruivo , Jose G.",General Enrique Mosconi
1227,1226,"Perez Rosas , Sebastian",General Enrique Mosconi
1228,1227,"Lecumberry , Juan Teodoro Miguel",General Enrique Mosconi
1229,1228,"Espel , Juan",General Enrique Mosconi
1230,1229,"Izquierdo , Jesus",General Enrique Mosconi
1231,1230,"Molina , Francisco",General Enrique Mosconi
1232,1231,"Bru , Francisco",General Enrique Mosconi
1233,1232,"Mancini , Jose",General Enrique Mosconi
1234,1233,"Livincjuk , Lucas",General Enrique Mosconi
1235,1234,"Jara , Diego",General Enrique Mosconi
1236,1235,"Daimundo , Felix",General Enrique Mosconi
1237,1236,"Salvador , Francisco",General Enrique Mosconi
1238,1237,"Paez , Salomon",General Enrique Mosconi
1239,1238,"Candeias , A. Martins",General Enrique Mosconi
1240,1239,"Gonzalez , Pedro",General Enrique Mosconi
1241,1240,"Gracia , Baldomero",General Enrique Mosconi
1242,1241,"Monsalvo , Belarmino",General Enrique Mosconi
1243,1242,"Ruiz , Alberto",General Enrique Mosconi
1244,1243,"Sedan , Sonia",General Enrique Mosconi
1245,1244,Calle 1244,Ntra. Sra. de La Divina Providencia - Entre Mza. 60 Y 61
1246,1245,Calle 1245,General Enrique Mosconi - Entre Mza. 239 Y 240
1247,1246,"Münnemann , Kurt Otto",25 de Mayo
1248,1247,"Poncio Ferrando , Angel Ingeniero",General Enrique Mosconi
1249,1248,Pasaje 1248,General Enrique Mosconi - Mza. 85
1250,1249,"Gomez , Robustiano",General Enrique Mosconi
1251,1250,"Figari , Jorge Roberto Doctor",General Enrique Mosconi
1252,1251,"Huberman , Simon Farmaceutico",General Enrique Mosconi
1253,1252,"Iovanovitch , Atanas",25 de Mayo
1254,1253,"Espejon , Anibal",25 de Mayo
1255,1254,"Rodriguez Gallardo , Alberto Dip. Nac.",25 de Mayo
1256,1255,"Quiroga , Julio Cesar",25 de Mayo
1257,1256,"Koprowski , Enrique Juan Comandante",General Enrique Mosconi
1258,1257,"Barria , Raul Humberto",General Enrique Mosconi
1259,1258,Calle 1258,General Enrique Mosconi - Norte Mza. 34 (Ex 109)
1260,1259,Calle 1259,General Enrique Mosconi - Oeste Mza. 34 (Ex 109)
1261,1260,"Soltner , Ana Cristina",General Enrique Mosconi
1262,1261,"Alvarez de Sarna , Nelly",General Enrique Mosconi
1263,1262,"Canto , Cipriano Jose",General Enrique Mosconi
1264,1263,"Maizani , Azucena",General Enrique Mosconi
1265,1264,"Oviedo , Evaristo",General Enrique Mosconi
1266,1265,Calle 1265,General Enrique Mosconi - Entre Mza. 53 Y 124
1267,1266,Calle 1266,General Enrique Mosconi - Este Mzo. 121
1268,1267,"Balsas , Julio Emilio",General Enrique Mosconi
1269,1268,Calle 1268,"""Infiernillo"" - Oeste Frac. C1"
1270,1269,"Moscara de Medrano , Dolores",General Enrique Mosconi
1271,1270,Camino del Centenario,"""Infiernillo"" - Pietrobelli"
1272,1271,"Prodan , Luca",General Enrique Mosconi
1273,1272,"Epumer , Maria Gabriela",General Enrique Mosconi
1274,1273,Pasaje Peatonal 1273,General Enrique Mosconi - Mza. 29 - Sector 1
1275,1274,Pasaje 1274,Nuestra Sra. de La Divina Providencia - Sudoeste Mza. 32
1276,1275,Calle 1275,Ntra. Sra. de La Divina Providencia - Noroeste Mza. 32
1277,1276,Calle 1276,25 de Mayo - Norte Fracción 10
1278,1277,"Abuelo , Miguel",General Enrique Mosconi
1279,1278,Calle 1278,"General Enrique Mosconi - Entre Mzas. 48, 106 Y 105"
1280,1279,"Ortelli , Jose Antonio",General Enrique Mosconi
1281,1280,Calle 1280,General Enrique Mosconi - Oeste Mza. 130 Y Club S.L.
1282,1281,Zampa,General Enrique Mosconi
1283,1282,"Garcia , Manolo",General Enrique Mosconi
1284,1283,"Gaston , Mario Anibal",25 de Mayo
1285,1284,Calle 1284,25 de Mayo - Oeste Mza. 192
1286,1285,Calle 1285,25 de Mayo - Este Mza. 192
1287,1286,"Sokol , Alejandro",General Enrique Mosconi
1288,1287,"Otero , Adrian",General Enrique Mosconi
1289,1288,"Piazzolla , Astor",General Enrique Mosconi
1290,1289,"Mores , Mariano",General Enrique Mosconi
1291,1290,"Guarany , Horacio",General Enrique Mosconi
1292,1291,Sandro,General Enrique Mosconi
1293,1292,"D'arienzo , Juan",General Enrique Mosconi
1294,1293,"Rabinovich , Daniel",General Enrique Mosconi
1295,1294,Algarrobillo Patagonico,General Enrique Mosconi
1296,1295,Yaoyin,General Enrique Mosconi
1297,1296,Chilca,General Enrique Mosconi
1298,1297,Alfilerillo,General Enrique Mosconi
1299,1298,Tuna,General Enrique Mosconi
1300,1299,Sulupe,General Enrique Mosconi
1301,1300,Ameghinoa,General Enrique Mosconi
1302,1301,Calle 1301,Ntra. Sra. de La Divina Providencia - Noreste Mza. 32
1303,1302,Calle 1302,General Enrique Mosconi - Entre Mzas. 62 Y 63 (Sector 1)
1304,1303,Calle 1303,25 de Mayo - Oeste Mzo. 52
1305,1304,Calle 1304,"General Enrique Mosconi - Entre Mzas. 63, 124 Y Mzo. 115"
1306,1305,Ara San Juan,25 de Mayo
1307,1306,"Pocovi , Doctor Antonio Sabastian",25 de Mayo
1308,1307,Reverendo Padre Heraclio Moreno,General Enrique Mosconi
1309,1308,"Rosa Cristina , Jose",General Enrique Mosconi
1310,1309,"Rovillard , Doctora Maria Jesus",General Enrique Mosconi
1311,1310,Calle 1310,"General Enrique Mosconi - Entre Mzas. 33, 34 Y Mzo. 122 (C.5-S.4)"
1312,1311,Pasaje 1311,General Enrique Mosconi - Entre Mza. 46 Y Parcela 10
1313,1312,Calle 1312,General Enrique Mosconi - Este Mza. 93 (107 Pcia.)
1314,1313,Calle 1313,General Enrique Mosconi - Entre Mzas. 133 Y 134
1315,1314,Pasaje Peatonal 1314,General Enrique Mosconi - Entre Mzas. 13 Y 19 (119 Mcr)
1316,1315,Pasaje Peatonal 1315,General Enrique Mosconi - Entre Mzas. 12 Y 18 (117 Mcr)
1317,1316,Calle 1316,General Enrique Mosconi - Sur Mza. 134 (9 Pcia.)
1318,1317,Pasaje 1317,General Enrique Mosconi - Entre Mzas. 214 Y 215
1319,1318,Pasaje 1318,General Enrique Mosconi - Entre Mzas. 210 A 228
1320,1319,Calle 1319,General Enrique Mosconi - Ent. Mzas. 15 Y 16 (156 Y 156a Pcia.)
1321,1320,Calle 1320,25 de Mayo - Este Mza. 1 (4 Mcr)
1322,1321,Calle 1321,General Enrique Mosconi - Entre Mzas. 218 Y 219
1323,1322,Pasaje 1322,Mario Abel Amaya - Entre Mzas. 75 Y 76
1324,1323,Pasaje 1323,Mario Abel Amaya - Entre Mzas. 77 Y 78
1325,1324,Pasaje 1324,Mario Abel Amaya - Entre Mzas. 64 Y 77
1326,1325,Pasaje Peatonal 1325,General Enrique Mosconi - Entre Mzas. 26 Y 113 (Pcia.)
1327,1326,Calle 1326,General Enrique Mosconi - Entre Parcelas 63 Y 65 - Mzo. 115
1328,1327,Calle 1327,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1329,1328,Calle 1328,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1330,1329,Calle 1329,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1331,1330,Calle 1330,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1332,1331,Calle 1331,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1333,1332,Calle 1332,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1334,1333,Calle 1333,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1335,1334,Calle 1334,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1336,1335,Calle 1335,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1337,1336,Calle 1336,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1338,1337,Calle 1337,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1339,1338,Calle 1338,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1340,1339,Calle 1339,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1341,1340,Calle 1340,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1342,1341,Calle 1341,"Humberto Beghin - Mzas. 242 A 253 - ""Freile"""
1343,1342,Pasaje Peatonal 1342,"San Cayetano - Entre Mzas. 68, 113 Y 118"
1344,1343,Calle 1343,San Cayetano - Noroeste Mza. 41
1345,1344,Calle 1344,Acceso Sur - Entre Mzas. 15 Y 18 (Pcia.)
1346,1345,Calle 1345,Parque Industrial Comodoro Riv. - Entre Mza. 31 Y Fracción 21
1347,1346,Calle 1346,Acceso Sur - Entre Lotes 7 Y 6 (Parcelas 38 Y 37 - Pcia.)
1348,1347,Calle 1347,"Acceso Sur - Entre Parcelas 74, 92, 67 Y 72"
1349,1348,Pasaje Peatonal 1348,Maximo Abasolo - Entre Mzas. 141 Y 142
1350,1349,Pasaje Peatonal 1349,Doctor Quirno Costa - Entre Mzas. 39 Y 24
1351,1350,Pasaje Peatonal 1350,Doctor Quirno Costa - Entre Mzas. 24 Y 14
1352,1351,Calle 1351,Stella Maris - Entre Mzas. 32 Y 911 (Mza.12 - Pcia.)
1353,1352,Calle 1352,Stella Maris - Entre Mzas. 910 (Mza. 11 Pcia) Y 33
1354,1353,Calle 1353,Stella Maris - Entre Mzas. 174 Y 175
1355,1354,Calle 1354,Stella Maris - Entre Mzas. 176 Y 177
1356,1355,Pasaje Peatonal 1355,General Enrique Mosconi - Entre Mzas. 100 Y 116 (Pcia.)
1357,1356,Calle 1356,General Enrique Mosconi - Entre Mzas. 31 Y 35
1358,1357,Pasaje Peatonal 1357,General Enrique Mosconi - Entre Mzas. 32 Y 58 (Pcia.)
1359,1358,Pasaje Peatonal 1358,General Enrique Mosconi - Entre Mzas. 32 Y 33
1360,1359,Pasaje Peatonal 1359,General Enrique Mosconi - Entre Mzas. 33 Y 34
1361,1360,Calle 1360,Acceso Sur - Oeste Parcela 74
1362,1361,Calle 1361,Stella Maris - Entre Mza 261 Y Mzo 161
1363,1362,Calle 1362,Stella Maris - Entre Mzo 161 Y Mza 262
1364,1363,Calle 1363,Stella Maris - Entre Mzas 261 Y 263
1365,1364,Calle 1364,Stella Maris - Sudeste Mza 263
1366,1365,Calle 1365,"Chacras ""Oeste"" - Entre Mza 243 Y Parcela 275"
